,userid,lat,lng,center
729737,3138,30.30711459,-97.7401042,0
229322,714,54.96164323,-1.603188515,45
376089,1282,32.08075215,-81.09570355,5
975895,4527,26.423308799999997,-80.095668,11
122269,406,39.04128672,-94.59412815,12
3932,18,33.13762513,-117.1891341,8
833203,3469,30.31197172,-89.32891375,24
734580,3158,39.20344639,-77.24842684,3
263772,834,26.16202845,-97.88835632,29
429628,1483,39.96139875,-84.16882396,44
904231,3988,30.18506942,-97.80230999,0
737146,3165,28.44959398,-81.33104499999999,26
910254,4058,39.91787868,-88.9592542,6
322556,1069,53.40651153,-2.986757755,45
210436,650,51.374756,-0.338872,1
119276,401,29.45544003,-98.69896173,0
27892,125,32.944325899999995,-96.83933828,15
95770,333,33.81110382,-117.9208679,48
431585,1488,29.953774499999998,-90.07278763,24
400625,1381,36.12715586,-115.1706541,25
85467,291,27.89484595,-82.74644852,26
517581,2009,34.12547783,-118.4796814,48
168371,523,38.25726035,-122.06505779999999,2
91624,323,30.29787099,-97.74139484,0
1003123,4660,38.94799683,-76.87192867,3
653998,2798,36.11327397,-115.1533577,25
837072,3480,40.7794865,-73.97786865,18
592897,2454,42.38880515,-71.11922263,10
276186,874,38.78549106,-77.01572528,3
177302,542,39.04401111,-94.59704876,12
777305,3295,37.80236256,-122.405827,2
307394,993,26.52836585,-81.75270379,11
759913,3240,42.22736353,-88.32078615,14
937030,4283,21.36644312,-157.93001669999998,4
105527,350,32.75252465,-97.32978175,15
548097,2211,28.49306648,-81.45798687,26
156222,491,32.87967628,-97.15677003,15
677472,2900,37.99301893,-122.11946699999999,2
115770,384,33.43128912,-111.93819520000001,21
732268,3155,30.46714198,-97.7657209,0
805398,3386,32.78031658,-96.76286267,15
765562,3253,42.33052905,-83.04564893,30
703926,3017,39.10021492,-84.51402258,44
238051,738,42.15384371,-71.65475249,10
341544,1148,33.87538616,-84.44772005,20
22051,111,40.76235527,-73.9683187,18
38737,159,37.78162873,-122.3939502,2
907090,4007,49.72379744,-112.80825049999999,39
637236,2711,45.54996613,-73.59250417,36
403801,1388,39.25900808,-84.33950452,44
686951,2957,38.99404967,-77.03219098,3
877681,3756,30.268696399999996,-97.7456148,0
778349,3299,32.9944811,-96.97594253,15
307845,993,35.97698167,-83.21416140000001,20
184549,568,30.271641100000004,-97.74311878,0
925132,4198,38.9283256,-94.66859937,12
324679,1075,40.02562792,-76.20242422,47
74473,248,38.87726903,-94.85033437,12
409779,1404,33.35064475,-84.12252477,20
92057,323,30.2920283,-97.69940175,0
563221,2305,33.81069223,-118.0988136,48
199804,605,30.31028602,-97.73985108,0
966397,4492,30.40223392,-86.85787187,40
625944,2659,40.75381604,-73.98361802,18
655158,2799,32.86036891,-97.32028601,15
483381,1766,42.99627183,-81.22557162,19
90417,319,45.52462285,-122.6819122,42
679706,2911,33.81612008,-117.852479,48
442172,1542,32.7840397,-96.79791429999999,15
502692,1920,32.84232726,-96.84858324,15
1027661,4753,41.74857982,-87.78489135,14
17109,89,29.95754957,-90.0619912,24
809726,3396,40.49828517,-80.25882157,46
149020,475,32.86715976,-96.93122984,15
293473,941,42.60962146,-83.12497597,30
632956,2696,33.63863258,-84.43714142,20
241019,743,32.14509487,-110.97252490000001,21
742321,3187,34.03047824,-118.00699350000001,48
103831,349,36.10091974,-95.92378941,32
707068,3042,36.21665439,-86.72863846,34
403394,1388,39.51062153,-84.7411108,44
931753,4256,37.40398458,-122.09813429999998,2
334912,1114,40.50784458,-88.95107389,6
59034,213,40.02288629,-105.25641019999999,9
20760,104,37.77366122,-122.4393308,2
386370,1325,33.0031284,-97.22177255,15
77822,266,30.26661515,-97.74860143,0
410483,1404,33.81909188,-84.23152697,20
829071,3454,42.35747759,-71.06349707,10
984898,4578,42.35646675,-71.06234908,10
594580,2472,47.60897872,-122.3402054,7
1036158,4785,51.51258858,-0.098490715,1
258862,819,30.2634154,-97.7440598,0
809988,3399,43.07033688,-76.17354606,36
944574,4321,32.89729949,-97.09146023,15
807581,3395,33.10379217,-96.67100787,15
385361,1321,41.07841,-81.4980833,30
368546,1256,21.28429595,-157.70677690000002,4
528511,2073,37.79943364,-122.4011707,2
1007771,4677,37.619171200000004,-122.3994149,2
958068,4453,37.39649713,-122.10254979999999,2
1028802,4761,32.80933725,-96.84003535,15
94459,329,39.1199541,-75.57158232,47
32295,135,30.31940523,-97.73855925,0
115079,382,53.07717792,-0.81009686,45
86677,302,30.39734588,-97.74777532,0
391873,1351,39.62722611,-78.83441448,46
302544,978,45.58920639,-122.5972939,42
235274,728,39.75501095,-105.00847549999999,9
874086,3742,30.25610882,-97.74634525,0
638016,2714,33.01054386,-97.02791333,15
79588,267,30.269992499999997,-97.75425553,0
914919,4103,41.28504892,-70.09842527,10
664722,2838,44.85358429,-93.24111938,23
57218,209,30.29208957,-97.7026391,0
685385,2947,42.04667208,-88.03752886,14
564109,2313,35.52242517,-97.5457567,32
108160,360,40.24530029,-111.652771,22
93809,328,30.4816903,-97.83415928,0
706373,3038,33.77441448,-84.36166808,20
823715,3440,36.02958892,-115.0856534,25
558082,2276,40.60700552,-111.9972243,22
905107,3999,45.50193302,-73.56204987,36
784989,3328,28.04830818,-97.04269775,29
434841,1508,41.97929501,-87.90882003,14
761807,3245,33.970680200000004,-118.4193563,48
708304,3050,33.80927295,-117.92538400000001,48
100167,341,39.79368278,-76.97674334,3
165514,520,33.454643,-88.81006778,43
123511,408,28.59964153,-81.20198965,26
790286,3342,34.85459038,-82.4076025,5
802645,3382,34.36592967,-89.51871463,33
975785,4527,28.3749197,-81.55082703,26
626380,2660,30.24856761,-97.74999121,0
964200,4486,38.00870716,-87.49234783,34
630570,2685,38.85053711,-77.04102516,3
24323,116,30.31028602,-97.73985108,0
85900,291,28.08158854,-82.40376949,26
715517,3087,48.45423367,-123.39497539999999,7
403755,1388,39.13198258,-84.46130968,44
986238,4587,34.85031526,-82.40638733,5
605445,2552,38.88953804,-94.66839552,12
136709,446,37.45300582,-122.1761283,2
125681,416,37.76462951,-122.39463149999999,2
848807,3557,30.46415115,-97.81866573,0
179674,551,32.755402600000004,-97.33187199,15
444114,1544,39.77358208,-86.15008593,44
868825,3698,42.36500255,-71.10273632,10
362820,1235,54.60399498,-5.875105232999999,27
800253,3379,32.78654938,-96.80065797,15
339693,1146,36.01822907,-115.2602672,25
817414,3423,33.7534138,-111.9916902,21
317924,1045,33.73264091,-97.15373928,15
207913,635,43.61068801,-116.20928359999999,35
717592,3102,27.8916618,-82.65913540000001,26
863742,3667,30.26546129,-97.74818301,0
348761,1176,36.10668568,-115.29804579999998,25
102981,346,38.941578299999996,-95.30544162,12
168463,523,40.77170187,-73.86584759,18
104156,350,30.26803734,-97.74932027,0
691495,2971,33.78276457,-117.8678274,48
896833,3925,29.75308642,-95.41049548,31
215605,668,34.13593113,-118.2161344,48
198870,599,38.89646057,-77.03124046,3
789170,3340,32.676042800000005,-97.41855932,15
728134,3129,47.65160132,-122.3765104,7
414200,1414,35.02629348,-85.55739562,20
747183,3207,38.67043655,-75.59322053,47
38746,159,37.77539928,-122.4095861,2
255045,792,36.49042089,-4.95229125,16
1019660,4730,33.94326143,-83.46469447,20
915220,4103,30.27073378,-97.753703,0
836350,3478,40.75019619,-73.99195251,18
536832,2144,53.47507705,-2.241556683,45
572018,2355,32.71547669,-117.1363807,8
384466,1313,37.29297465,-122.03173020000001,2
210711,653,37.38394148,-121.9187844,2
213179,661,51.51632922,-0.10176837400000001,1
312781,1010,28.49103211,-81.43114686,26
491556,1810,40.72875478,-73.99543047,18
313289,1010,28.47437989,-81.45081347,26
874979,3747,27.531603999999998,-99.4711945,29
88279,312,30.20155733,-97.66712666,0
350346,1180,32.87104448,-96.67898698,15
648601,2765,37.69447058,-121.7460868,2
183617,560,30.27136802,-97.74003982,0
949958,4380,40.75690638,-73.97172006,18
391740,1351,42.5200386,-71.0927302,10
92539,323,32.156197399999996,-110.9875624,21
140856,457,40.78292986,-73.95898461,18
375861,1282,39.06215758,-94.59058052,12
25589,119,26.19139483,-80.1387622,11
1019043,4729,37.76775038,-122.3939003,2
456748,1622,34.17486717,-118.84576740000001,48
420380,1440,21.33207517,-157.91816599999999,4
459159,1638,40.25854467,-75.88097292,47
387850,1335,53.42799766,-6.239719391,27
796917,3360,32.47373327,-96.97792858,15
94842,332,37.535676,-122.2450743,2
339065,1144,34.06403301,-83.98671277,20
670677,2870,35.78047514,-78.63991678,28
1041152,4794,30.26368211,-97.78581977,0
362975,1237,38.94995765,-76.86538047,3
528226,2071,40.53242715,-88.99793747,6
149606,475,32.79685827,-96.82901782,15
320003,1052,33.130615999999996,-117.119251,8
728305,3129,47.61153012,-122.3368943,7
175435,539,30.24485972,-97.75716305,0
421101,1440,47.91448298,-122.28370530000001,7
322198,1069,52.531775100000004,-2.090161583,45
267940,849,38.22222624,-122.64538590000002,2
533179,2106,36.29233702,-95.83888245,32
844578,3522,40.69124687,-74.17951584,18
803106,3383,29.98779857,-95.33935547,31
962982,4478,37.9256574,-122.0164561,2
351763,1186,30.24710468,-97.77454753,0
904022,3988,30.21550348,-97.83969615,0
440923,1532,33.84515042,-84.50334622,20
157638,494,37.34995703,-121.99372340000002,2
312592,1010,28.37018079,-81.55649185,26
932817,4258,43.08648359,-77.66118741,19
627208,2661,43.04991743,-87.91159987,14
3574,17,35.11701914,-89.94436026,33
1008917,4678,30.26725434,-97.73944438,0
849120,3559,32.83803556,-96.77384188,15
966153,4489,37.12799834,-121.6527557,2
533582,2112,32.14551108,-106.6498631,38
103940,350,30.26803734,-97.74932027,0
1017570,4717,32.6808971,-97.1146667,15
1024927,4749,41.88172753,-87.64134049,14
267378,847,42.95836981,-88.10719728,14
666495,2845,33.09884,-96.81118011,15
833961,3475,29.9939719,-81.67951203,26
47854,180,30.44168107,-97.74259329,0
525636,2053,33.81490735,-117.91853390000001,48
522701,2040,39.95027979,-75.16655266,47
750383,3222,32.67834442,-97.04042737,15
886514,3819,37.6768295,-122.38458359999998,2
500360,1897,37.52279706,-122.2550869,2
781671,3313,38.43542218,-78.84614646,46
384916,1317,43.10471127,-77.54186472,19
68280,241,47.62689051,-117.3742175,35
60997,219,35.4675901,-97.61399905,32
744705,3205,31.0727027,-97.36918133,0
479012,1745,34.02546037,-118.27739609999999,48
598019,2497,35.39589691,-97.59651947,32
91306,322,41.9653809,-87.83633708,14
823615,3440,40.58466262,-105.0775067,9
152861,486,32.94359922,-97.13160752,15
8597,40,40.75625306,-73.99418759,18
639196,2721,30.20155733,-97.66712666,0
286701,909,33.10577386,-96.81846499,15
110185,366,30.24534943,-97.75690733,0
724393,3123,40.5033008,-88.99445057,6
438623,1518,50.82829685,-0.138959885,1
669365,2861,33.5086292,-112.02768789999999,21
77658,266,30.28481525,-97.77406655,0
667246,2847,41.58646165,-93.60987109999999,12
106177,354,29.71371523,-98.15578959999999,0
627225,2661,43.32284602,-87.92110668,14
621544,2638,41.78744102,-87.74488449,14
113829,381,32.91217541,-97.31650666,15
882099,3776,30.26705975,-97.74454057,0
307648,993,26.45279453,-81.9565165,11
526909,2062,43.60936423,-116.28579009999999,35
986458,4587,30.26253215,-97.7393244,0
181634,555,20.87514488,-156.6797584,4
108183,360,33.94353796,-118.40716840000002,48
373669,1274,33.75660942,-84.34657931,20
699314,3006,34.14298661,-118.3972737,48
125468,414,35.67050198,-105.9507,38
219551,680,21.30867733,-157.8612834,4
671402,2875,40.43191655,-80.0072727,46
853948,3591,29.42623553,-98.49776387,0
782011,3313,38.89480412,-77.27334738,3
469684,1695,32.94051153,-97.08749718,15
970385,4501,35.84108176,-78.68039131,28
1040632,4793,42.54100271,-70.94434261,10
650859,2780,29.77621048,-95.38278632,31
1002224,4657,32.93391118,-96.75329585,15
521333,2029,30.26784275,-97.7367568,0
876514,3756,47.62018413,-122.3516456,7
655460,2800,29.42509547,-98.49084377,0
50554,190,41.97802863,-87.90367126,14
